subjectTitle,threadId,threadTitle,threadDescription,keyStageTitle,yearTitle,unitOrder,unitId,unitTitle,unitDescription,whyThisWhyNow,priorKnowledgeRequirements,examBoardTitle,unitVariantId,unitVariantTitle,lessonOrderInUnit,lessonId,lessonTitle,pupilLessonOutcome,lessonKeywords,keyLearningPoints
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,1,5204,Matilda's early life: Empress of Germany,I can describe Matilda's early life and her role in the Holy Roman Empire.,"[{""keyword"": ""empress"", ""description"": ""an empress is the wife of an emperor, the ruler of an empire""}, {""keyword"": ""empire"", ""description"": ""an empire is a group of countries or provinces ruled from the centre by one person or group of people""}]","[{""keyLearningPoint"": ""Matilda married the Holy Roman Emperor when she was only 12 years old.""}, {""keyLearningPoint"": ""Matilda spent much of her early life in Germany.""}, {""keyLearningPoint"": ""Matilda took an active role in the government of the Holy Roman Empire.""}, {""keyLearningPoint"": ""Matilda's husband died and she was married again to Geoffrey Plantagenet.""}, {""keyLearningPoint"": ""Matilda expected to inherit her father's throne.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,2,5205,Matilda and the succession crisis,I can describe the nature of Matilda's claim to the English throne.,"[{""keyword"": ""legitimate"", ""description"": ""legitimate means to be born of parents legally married to each other""}, {""keyword"": ""heir"", ""description"": ""an heir is a person legally entitled to the property or rank of another person upon that person\u2019s death""}, {""keyword"": ""baron"", ""description"": ""a baron is a great lord or landholder in a kingdom""}, {""keyword"": ""succession crisis"", ""description"": ""a succession crisis is a situation in which there is no clear heir to a position""}]","[{""keyLearningPoint"": ""Henry I had a male heir, William Adelin.""}, {""keyLearningPoint"": ""William Adelin died on the White Ship in 1120.""}, {""keyLearningPoint"": ""The death of William Adelin prompted a succession crisis in England.""}, {""keyLearningPoint"": ""The English barons swore to recognise Matilda as the heir.""}, {""keyLearningPoint"": ""Stephen of Blois took the crown following Henry I's death.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,3,5206,Matilda's claim and campaign,I can explain how Matilda took advantage of Stephen's weakened position to advance her claim and lead a campaign against Stephen.,"[{""keyword"": ""usurper"", ""description"": ""a usurper is somebody who takes something by force without the right to do so""}, {""keyword"": ""anarchy"", ""description"": ""anarchy is an absence of government in society; political or social disorder""}, {""keyword"": ""civil war"", ""description"": ""a civil war is a war between citizens of the same country""}]","[{""keyLearningPoint"": ""Matilda regarded Stephen as a usurper.""}, {""keyLearningPoint"": ""Matilda sought to secure the pope's backing for her claim.""}, {""keyLearningPoint"": ""Matilda raised an army in England to fight against Stephen.""}, {""keyLearningPoint"": ""Matilda gained the support of some leading English barons.""}, {""keyLearningPoint"": ""Historians can learn about the role of elite women in the Middle Ages from Matilda's campaign.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,4,5207,Matilda's battles,I can explain how Matilda's actions affected the battles fought during the Anarchy.,"[{""keyword"": ""civil war"", ""description"": ""a civil war is a war between citizens of the same country""}, {""keyword"": ""besieged"", ""description"": ""if somewhere is besieged it is surrounded by people trying to capture it: no goods or people are allowed in or out""}]","[{""keyLearningPoint"": ""Matilda established her court in Gloucester.""}, {""keyLearningPoint"": ""Matilda defeated Stephen at the Battle of Lincoln.""}, {""keyLearningPoint"": ""The citizens of London forced Matilda and her followers to flee London.""}, {""keyLearningPoint"": ""Matilda was defeated by Stephen at the Siege of Oxford.""}, {""keyLearningPoint"": ""Matilda's actions during the Anarchy gives historians an insight into medieval women.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,5,5208,Matilda's later life: supporting Henry II,I can explain how a study of Matilda's later life can lead to a greater understanding of the political role of medieval women.,"[{""keyword"": ""treaty"", ""description"": ""a treaty is a formal agreement between two countries""}]","[{""keyLearningPoint"": ""Matilda\u2019s son, Henry 'FitzEmpress', launched military campaigns in England after Matilda relocated to Normandy.""}, {""keyLearningPoint"": ""Matilda and Stephen ended the Anarchy by agreement in the Treaty of Wallingford.""}, {""keyLearningPoint"": ""Stephen agreed Matilda's son Henry would inherit the throne after his death, which led to a peaceful succession.""}, {""keyLearningPoint"": ""Matilda retired to Normandy but continued to advise Henry II on matters of government.""}, {""keyLearningPoint"": ""Matilda's later life can be studied by historians interested in the political role played by elite medieval women.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,5,511,Medieval women: what can we learn from Matilda about women in medieval England?,"In this unit, pupils analyse the historical significance of Empress Matilda's life. They use her life as a lens to consider the lives of noble women in medieval England.","This unit uses and builds on various units from across key stages 1-3 that feature medieval rulers and women in positions of power and influence. Having studied figures such as Boudica, Aethelflaed and Nūr Jahān pupils will be prepared for this depth study of a powerful female figure in the medieval period. This unit prepares pupils for future year 7 units about medieval England, providing a layer of knowledge about medieval society and politics that will allow them to understand future developments more easily.","[""Pupils know that women have experienced unfair treatment in historical societies."", ""Pupils know that the power of the throne was considered worth fighting for.""]",NoBoard,546,Medieval women: what can we learn from Matilda about women in medieval England?,6,5209,The life of Matilda and medieval women,I can use my knowledge about Matilda's life to draw wider conclusions about the lives of medieval women.,"[{""keyword"": ""baron"", ""description"": ""a baron is a great lord or landholder in the kingdom""}, {""keyword"": ""Anarchy"", ""description"": ""the Anarchy was an absence of government in society; political or social disorder""}, {""keyword"": ""civil war"", ""description"": ""a civil war is a war between citizens of the same country""}, {""keyword"": ""empire"", ""description"": ""an empire is a group of countries or provinces ruled from the centre by one person or a group of people""}]","[{""keyLearningPoint"": ""Historians can learn about medieval women by studying Matilda's early life.""}, {""keyLearningPoint"": ""Historians can learn about medieval women by studying Matilda's role in the Anarchy.""}, {""keyLearningPoint"": ""Historians can learn about medieval women by studying Matilda's court.""}, {""keyLearningPoint"": ""Historians can learn about medieval women by studying Matilda's later life.""}, {""keyLearningPoint"": ""Matilda's life is one particularly well documented way in which historians can learn about medieval women.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,9,515,Local history: how similar were medieval lives in Norwich?,"In this unit, pupils learn about the similarities and differences between various medieval lives in Norwich. In doing so, they build deep knowledge of one particular historical place and what it tells us about medieval England more generally.","This unit uses and builds on pupils' key stage 2 knowledge of life during different periods like the Anglo-Saxon and Viking ages. It enriches their understanding of similarity and difference. It prepares pupils for the next unit as a point of comparison between life in Norwich and the medieval kingdom of Mali. It also prepares pupils for future year 7 units that deal with medieval culture and society, such as those about the Black Death and the Peasants' Revolt.","[""Pupils know that in medieval England people lived in small towns and villages."", ""Pupils know that the Church was very important in medieval society.""]",NoBoard,550,Local history: how similar were medieval lives in Norwich?,2,5228,Local elites in medieval Norwich,I can describe the lives and roles of local elites in medieval Norwich.,"[{""keyword"": ""charter"", ""description"": ""a charter is a royal document which granted certain rights""}, {""keyword"": ""mayor"", ""description"": ""a mayor is the person elected to govern a city""}, {""keyword"": ""freeman"", ""description"": ""a freeman is a person with special rights in a city""}, {""keyword"": ""elite"", ""description"": ""an elite is the richest or most powerful group in a society""}, {""keyword"": ""status"", ""description"": ""the amount of respect or importance a person has is part of their status""}]","[{""keyLearningPoint"": ""A 1404 charter granted Norwich a mayor.""}, {""keyLearningPoint"": ""The elite had almost exclusive control over government in Norwich.""}, {""keyLearningPoint"": ""The Norwich elite was mostly made up of wealthy merchants.""}, {""keyLearningPoint"": ""The elite used architecture and donations to show off their status.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,9,515,Local history: how similar were medieval lives in Norwich?,"In this unit, pupils learn about the similarities and differences between various medieval lives in Norwich. In doing so, they build deep knowledge of one particular historical place and what it tells us about medieval England more generally.","This unit uses and builds on pupils' key stage 2 knowledge of life during different periods like the Anglo-Saxon and Viking ages. It enriches their understanding of similarity and difference. It prepares pupils for the next unit as a point of comparison between life in Norwich and the medieval kingdom of Mali. It also prepares pupils for future year 7 units that deal with medieval culture and society, such as those about the Black Death and the Peasants' Revolt.","[""Pupils know that in medieval England people lived in small towns and villages."", ""Pupils know that the Church was very important in medieval society.""]",NoBoard,550,Local history: how similar were medieval lives in Norwich?,3,5229,Churchmen in medieval Norwich,I can explain the role religion played in social life in medieval Norwich.,"[{""keyword"": ""cathedral"", ""description"": ""a cathedral is the largest and most important church in a particular area""}, {""keyword"": ""bishop"", ""description"": ""a bishop is a leader of high rank in the Christian Church""}, {""keyword"": ""monk"", ""description"": ""a monk is a man who has withdrawn from normal life to dedicate his life to God""}, {""keyword"": ""will"", ""description"": ""people write a will to leave instructions about what should be done with their things once they die""}]","[{""keyLearningPoint"": ""Norwich was home to many religious houses.""}, {""keyLearningPoint"": ""Norwich Cathedral was the most prominent religious community in Norwich.""}, {""keyLearningPoint"": ""The Cathedral was wealthier than any other group in Norwich.""}, {""keyLearningPoint"": ""Churchmen provided a range of social services including charity and education.""}, {""keyLearningPoint"": ""Other religious houses like the Blackfriars were more popular than the monks at the Cathedral.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,9,515,Local history: how similar were medieval lives in Norwich?,"In this unit, pupils learn about the similarities and differences between various medieval lives in Norwich. In doing so, they build deep knowledge of one particular historical place and what it tells us about medieval England more generally.","This unit uses and builds on pupils' key stage 2 knowledge of life during different periods like the Anglo-Saxon and Viking ages. It enriches their understanding of similarity and difference. It prepares pupils for the next unit as a point of comparison between life in Norwich and the medieval kingdom of Mali. It also prepares pupils for future year 7 units that deal with medieval culture and society, such as those about the Black Death and the Peasants' Revolt.","[""Pupils know that in medieval England people lived in small towns and villages."", ""Pupils know that the Church was very important in medieval society.""]",NoBoard,550,Local history: how similar were medieval lives in Norwich?,1,5230,Trade in medieval Norwich,I can explain how trade impacted life in medieval Norwich.,"[{""keyword"": ""trade"", ""description"": ""trade involves the buying and selling of different goods""}, {""keyword"": ""industry"", ""description"": ""an industry is a type of business or work""}, {""keyword"": ""merchant"", ""description"": ""a merchant is a person whose job is to buy and sell goods""}, {""keyword"": ""textiles"", ""description"": ""textiles are made by weaving materials like wool and cotton""}, {""keyword"": ""weaver"", ""description"": ""a weaver makes textiles from materials like wool.""}]","[{""keyLearningPoint"": ""The wool trade became important for Norwich in the later medieval period.""}, {""keyLearningPoint"": ""Herring and other goods had been important items of trade earlier on.""}, {""keyLearningPoint"": ""Norwich was an important centre of trade.""}, {""keyLearningPoint"": ""Goods were often sent to Europe from the coastal towns.""}, {""keyLearningPoint"": ""Textile merchants invested some of their wealth in constructing new buildings around Norwich.""}]"
History,135,"Trade, ideas and communication","This thread is concerned with the substantive concepts that relate to trade, ideas and communication. It investigates how goods, technologies, beliefs, and knowledge move between people and places. It includes trade networks, economic systems, intellectual exchange, technological innovation, and the spread of cultural or religious ideas.",Key Stage 3,Year 7,9,515,Local history: how similar were medieval lives in Norwich?,"In this unit, pupils learn about the similarities and differences between various medieval lives in Norwich. In doing so, they build deep knowledge of one particular historical place and what it tells us about medieval England more generally.","This unit uses and builds on pupils' key stage 2 knowledge of life during different periods like the Anglo-Saxon and Viking ages. It enriches their understanding of similarity and difference. It prepares pupils for the next unit as a point of comparison between life in Norwich and the medieval kingdom of Mali. It also prepares pupils for future year 7 units that deal with medieval culture and society, such as those about the Black Death and the Peasants' Revolt.","[""Pupils know that in medieval England people lived in small towns and villages."", ""Pupils know that the Church was very important in medieval society.""]",NoBoard,550,Local history: how similar were medieval lives in Norwich?,4,5231,Women in medieval Norwich,I can explain the different experiences women had in medieval Norwich.,"[{""keyword"": ""nun"", ""description"": ""a nun is a woman who has withdrawn from normal life to dedicate her life to God""}, {""keyword"": ""literate"", ""description"": ""if you are literate then you are able to read and write""}]","[{""keyLearningPoint"": ""Women in medieval Norwich were involved in a wide range of trades and industries.""}, {""keyLearningPoint"": ""Some women in Norwich entered religious communities.""}, {""keyLearningPoint"": ""Some women in Norwich enjoyed high levels of literacy, including Julian of Norwich.""}, {""keyLearningPoint"": ""Women faced many barriers such as restricted opportunities and male jealousy.""}, {""keyLearningPoint"": ""Women's experiences were affected by their class.""}]"
