subjectTitle,threadId,threadTitle,threadDescription,keyStageTitle,yearTitle,unitOrder,unitId,unitTitle,unitDescription,whyThisWhyNow,priorKnowledgeRequirements,examBoardTitle,unitVariantId,unitVariantTitle,lessonOrderInUnit,lessonId,lessonTitle,pupilLessonOutcome,lessonKeywords,keyLearningPoints
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,1,5187,1066 and claims to the throne,I can describe the succession crisis of 1066 and explain how William of Poitiers' writing can be used by historians to investigate claims to the throne.,"[{""keyword"": ""succession crisis"", ""description"": ""a period when there is no clear heir to a position""}, {""keyword"": ""heir"", ""description"": ""a person who expects to inherit the property or position of another person when that person dies""}, {""keyword"": ""papal"", ""description"": ""something related to the Pope""}]","[{""keyLearningPoint"": ""King Edward the Confessor died without an heir in 1066.""}, {""keyLearningPoint"": ""William of Normandy and Harold Godwinson claimed the throne.""}, {""keyLearningPoint"": ""William of Poitiers tried to justify William's claim in his \""Gesta Guillelmi\"".""}, {""keyLearningPoint"": ""The Gesta Guillelmi claims that William was promised the throne by Edward and that Godwinson betrayed William.""}, {""keyLearningPoint"": ""Historians have to remember Poitiers' motives for writing when using his work to investigate claims to the throne.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,2,5188,The Battle of Hastings (1066),I can describe what happened during the Battle of Hastings and how historians can use the Bayeux Tapestry.,"[{""keyword"": ""fyrd"", ""description"": ""a group of local, untrained soldiers called up to fight in Anglo-Saxon England""}, {""keyword"": ""shield wall"", ""description"": ""the defensive line of shields used by the Anglo-Saxon army""}, {""keyword"": ""infantry"", ""description"": ""foot soldiers""}, {""keyword"": ""cavalry"", ""description"": ""soldiers on horseback""}]","[{""keyLearningPoint"": ""William of Normandy made thorough preparations for the Battle of Hastings.""}, {""keyLearningPoint"": ""William of Normandy defeated Harold Godwinson at the Battle of Hastings.""}, {""keyLearningPoint"": ""The Bayeux Tapestry is an important source for the study of the Battle of Hastings.""}, {""keyLearningPoint"": ""Historians have to use the Bayeux Tapestry carefully when establishing what happened during the Battle of Hastings.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,3,5189,Norman reforms to the English Church,I can explain how the Normans changed the English Church and how historians can use buildings as material evidence.,"[{""keyword"": ""Church"", ""description"": ""the organisation of the Christian religion""}, {""keyword"": ""cathedral"", ""description"": ""the principal church of a diocese and the seat of a bishop""}, {""keyword"": ""monk"", ""description"": ""a person who has withdrawn from normal life to dedicate their life to God""}, {""keyword"": ""monastery"", ""description"": ""a place where monks live""}, {""keyword"": ""priest"", ""description"": ""a person who works for the Church and helps people with religious matters in the local community""}]","[{""keyLearningPoint"": ""The Pope wanted the Anglo-Saxon Church to be reformed.""}, {""keyLearningPoint"": ""The Norman government replaced the leadership of the Anglo-Saxon Church.""}, {""keyLearningPoint"": ""Lanfranc became Archbishop of Canterbury and conducted a programme of reform.""}, {""keyLearningPoint"": ""Historians sometimes use material remains as sources.""}, {""keyLearningPoint"": ""Winchester Cathedral represents an important source for the study of the Anglo-Norman Church.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,4,5190,Norman changes to the English landscape,I can explain how historians use material remains to understand the use of castles in Norman England.,"[{""keyword"": ""siege"", ""description"": ""the act of surrounding a town and refusing to let people out or goods in""}, {""keyword"": ""motte-and-bailey castle"", ""description"": ""a type of fortification introduced to England by the Normans""}]","[{""keyLearningPoint"": ""The Normans faced many rebellions during William the Conqueror's reign.""}, {""keyLearningPoint"": ""The Normans built motte-and-bailey castles to deter these rebellions.""}, {""keyLearningPoint"": ""The Normans introduced new stone buildings to many towns.""}, {""keyLearningPoint"": ""Historians use the material remains of castles to study the Norman period.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,5,5191,Norman changes to English land holding,I can explain how Domesday Book can be used to study Norman changes to English landholding.,"[{""keyword"": ""baron"", ""description"": ""a great lord or landholder in the kingdom""}, {""keyword"": ""homage"", ""description"": ""when a person places their hands between the hands of a social superior and acknowledges their vassal status they are paying homage""}, {""keyword"": ""vassal"", ""description"": ""a person who holds land from another within feudalism""}, {""keyword"": ""tenant"", ""description"": ""a person who occupies or looks after property owned by another""}]","[{""keyLearningPoint"": ""The Normans changed landholding in England.""}, {""keyLearningPoint"": ""The new system of landholding is often referred to as 'feudalism'.""}, {""keyLearningPoint"": ""England was a hierarchical and tenurial society.""}, {""keyLearningPoint"": ""Domesday Book is used by historians to study Norman changes to landholding.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 7,3,508,The Norman Conquest: how do we know about the impact of the Conquest on England?,"In this unit, pupils learn about the causes and conduct of the Norman Conquest of England. They develop their understanding of the sorts of evidence historians use to make claims, and how they do this, building an understanding of how we know about these events.","This unit uses and builds on pupils’ knowledge of Anglo-Saxon England that they developed across various year 5 and 6 units. Here, their knowledge and understanding of Anglo-Saxon society and culture underpins their ability to process the changes brought about by the Norman Conquest. This unit prepares pupils for future year 7 units that cover medieval England, including the next three in sequence, and for other key stage 3 units that maintain a conceptual focus on sources and evidence.","[""Pupils know that England had been ruled by monarchs."", ""Pupils know that a succession crisis could lead to huge changes."", ""Pupils know that from 1042 England had an Anglo-Saxon king."", ""Pupils know that the early 11th century saw both Anglo-Saxons and Vikings rule England.""]",NoBoard,543,The Norman Conquest: how do we know about the impact of the Conquest on England?,6,5192,The impact of the Norman Conquest on England,I can draw on a range of sources to explain how historians know about the impact of the Norman Conquest on England.,"[{""keyword"": ""source"", ""description"": ""something that remains from the past of which historians ask questions""}, {""keyword"": ""evidence"", ""description"": ""information gathered by historians when asking questions of sources, that they then use to support their arguments""}]","[{""keyLearningPoint"": ""Historians draw on a range of sources to study the impact of the Norman Conquest.""}, {""keyLearningPoint"": ""These sources offer different evidence depending on the questions historians ask.""}, {""keyLearningPoint"": ""The sources sometimes corroborate one another.""}, {""keyLearningPoint"": ""The sources sometimes contradict one another.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,13,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.","This unit uses and builds on any units pupils have studied in key stage 2 and 3 that concern the Second World War and its impact on Britain and her empire. It also develops pupils' knowledge and understanding of social, economic and political change in Britain that they have built in key stage 3 units about the franchise and suffrage. This unit's lesson about women and their status prepares pupils for the next unit which focuses on the position of women in British society over time.","[""Pupils know about the existence of the Welfare State."", ""Pupils know that the government should act in the interests of the British public.""]",NoBoard,579,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,1,5396,The aims of the post-war Labour government,I can recall that the Labour Party came into government in 1945 with a plan to implement the results of the Beveridge Report.,"[{""keyword"": ""consensus"", ""description"": ""a general agreement among opposition parties""}, {""keyword"": ""manifesto"", ""description"": ""a written declaration of a party\u2019s policies, produced before an election""}, {""keyword"": ""nationalisation"", ""description"": ""taking privately controlled companies and industries and putting them under government control""}, {""keyword"": ""landslide"", ""description"": ""in politics, the overwhelming majority of votes for one party in an election""}]","[{""keyLearningPoint"": ""At the end of WW2, Britain was in a desperate state, an election was called, leading to a landslide Labour victory.""}, {""keyLearningPoint"": ""The Labour leader, Clement Attlee, signalled the government's desire to make post-war Britain a 'New Jerusalem'.""}, {""keyLearningPoint"": ""After WW2, many British people wanted aspects of state control to remain.""}, {""keyLearningPoint"": ""The Labour government aimed to implement recommendations from the Beveridge Report.""}, {""keyLearningPoint"": ""Beveridge argued that the state had a duty to provide protection to people from \""cradle to grave\"".""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,13,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.","This unit uses and builds on any units pupils have studied in key stage 2 and 3 that concern the Second World War and its impact on Britain and her empire. It also develops pupils' knowledge and understanding of social, economic and political change in Britain that they have built in key stage 3 units about the franchise and suffrage. This unit's lesson about women and their status prepares pupils for the next unit which focuses on the position of women in British society over time.","[""Pupils know about the existence of the Welfare State."", ""Pupils know that the government should act in the interests of the British public.""]",NoBoard,579,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,2,5397,The NHS and the welfare state,"I can describe how the post-war Labour government created the modern welfare state, including National Insurance and the NHS.","[{""keyword"": ""welfare state"", ""description"": ""a system in which the government protects the health and well-being of its citizens by providing grants, pensions and other benefits""}, {""keyword"": ""taxation"", ""description"": ""the system of routinely paying money to the government""}]","[{""keyLearningPoint"": ""The government increased general taxation to pay for child allowances to alleviate child poverty.""}, {""keyLearningPoint"": ""The government introduced National Insurance, to which all workers contributed from their salary.""}, {""keyLearningPoint"": ""The National Insurance scheme would give people state support if they became ill or lost their job.""}, {""keyLearningPoint"": ""In 1948, the National Health Service (NHS) was created which was universal and free at the point of use.""}, {""keyLearningPoint"": ""Reforms introduced by the government formed the basis of the modern welfare state.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,13,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.","This unit uses and builds on any units pupils have studied in key stage 2 and 3 that concern the Second World War and its impact on Britain and her empire. It also develops pupils' knowledge and understanding of social, economic and political change in Britain that they have built in key stage 3 units about the franchise and suffrage. This unit's lesson about women and their status prepares pupils for the next unit which focuses on the position of women in British society over time.","[""Pupils know about the existence of the Welfare State."", ""Pupils know that the government should act in the interests of the British public.""]",NoBoard,579,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,3,5398,Social democracy and nationalisation in post-war Britain,I can explain why the post-war Labour government nationalised key industries and describe the effects of this process.,"[{""keyword"": ""social democracy"", ""description"": ""a democratic welfare state that incorporates both capitalist and socialist practices""}, {""keyword"": ""nationalise"", ""description"": ""to transfer an industry or business from private to government ownership""}]","[{""keyLearningPoint"": ""Due to their belief in social democracy, the Labour government were committed to a programme of nationalisation.""}, {""keyLearningPoint"": ""They believed that this would lead to lower prices and create more jobs, with better working conditions.""}, {""keyLearningPoint"": ""By 1951, key industries were nationalised: the coal mines; iron, gas and steel industries; and the railways.""}, {""keyLearningPoint"": ""The Conservatives, critics of nationalisation, took over in 1951, but allowed these industries to remain nationalised.""}, {""keyLearningPoint"": ""Output increased and more places were connected by rail but the process only artificially helped declining industries.""}]"
History,132,"Invasion, migration and settlement","This thread is concerned with the substantive concepts that relate to invasion, migration and settlement. It examines the movement of people into and across different regions, the causes and consequences of these movements, and how they impact society, culture, and identity. It includes violent conquest, peaceful migration, and long-term settlement processes.",Key Stage 3,Year 9,13,544,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,"In this unit, pupils learn about the significant changes that took place in post-war Britain: the establishment of the NHS and the welfare state, the growth of social democracy, the changing role of women and the experience of racism in Britain.","This unit uses and builds on any units pupils have studied in key stage 2 and 3 that concern the Second World War and its impact on Britain and her empire. It also develops pupils' knowledge and understanding of social, economic and political change in Britain that they have built in key stage 3 units about the franchise and suffrage. This unit's lesson about women and their status prepares pupils for the next unit which focuses on the position of women in British society over time.","[""Pupils know about the existence of the Welfare State."", ""Pupils know that the government should act in the interests of the British public.""]",NoBoard,579,Post-war Britain: for whom did the United Kingdom become a 'New Jerusalem'?,4,5399,The changing role of women in post-war Britain,"I can recall that many women remained in the workforce after WW2, and that women would campaign for equal pay and treatment.","[{""keyword"": ""conscript"", ""description"": ""to call someone up for compulsory military service""}, {""keyword"": ""labour shortage"", ""description"": ""when there are not enough workers to meet demand""}]","[{""keyLearningPoint"": ""During WW2, many women entered the workforce or were conscripted into military support services.""}, {""keyLearningPoint"": ""In the late 1940s, labour shortages meant women were encouraged to re-enter the labour market.""}, {""keyLearningPoint"": ""Women were seen as secondary workers and were paid less than men.""}, {""keyLearningPoint"": ""Women campaigned for equal pay throughout the 1950s and 1960s, with teachers granted equal pay in 1955.""}, {""keyLearningPoint"": ""Many married women undertook paid work in the 1960s but still faced significant discrimination.""}]"
