subjectTitle,threadId,threadTitle,threadDescription,keyStageTitle,yearTitle,unitOrder,unitId,unitTitle,unitDescription,whyThisWhyNow,priorKnowledgeRequirements,examBoardTitle,unitVariantId,unitVariantTitle,lessonOrderInUnit,lessonId,lessonTitle,pupilLessonOutcome,lessonKeywords,keyLearningPoints
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,1,5210,Henry II and the Angevin Empire,I can describe Henry II’s control over the Angevin Empire after the Anarchy.,"[{""keyword"": ""anarchy"", ""description"": ""when there is no government in society this is known as anarchy; it means political or social disorder""}, {""keyword"": ""centralise"", ""description"": ""to centralise is when separate parts are brought together so that they are organised or controlled from one place""}, {""keyword"": ""empire"", ""description"": ""a group of countries or provinces ruled from the centre by one person or a group of people is known as an empire""}, {""keyword"": ""duchy"", ""description"": ""the area of land controlled by a duke or duchess is known as a duchy""}, {""keyword"": ""allegiance"", ""description"": ""when somebody is loyal to a lord or monarch, this is allegiance""}]","[{""keyLearningPoint"": ""Henry II attempted to restore his royal lands after the Anarchy""}, {""keyLearningPoint"": ""Henry ruled over an area of Western Europe known as the Angevin Empire""}, {""keyLearningPoint"": ""The Angevin Empire was a collection of separate lands, each with their own local traditions and leadership""}, {""keyLearningPoint"": ""Henry II oversaw an invasion of Ireland in 1169, with the support of the Pope""}, {""keyLearningPoint"": ""Kings of England subsequently claimed to be rightful rulers of Ireland""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,2,5211,Henry II's legal reforms,I can describe the importance of Henry II's legal reforms and how they centralised his control.,"[{""keyword"": ""legal"", ""description"": ""legal means connected to the law, for example, legal advice""}, {""keyword"": ""Assize"", ""description"": ""an Assize was a royal court which travelled across England judging on local matters""}, {""keyword"": ""authority"", ""description"": ""authority is the power or ability to control or demand obedience""}, {""keyword"": ""reform"", ""description"": ""reform is when you make changes to improve something""}, {""keyword"": ""common law"", ""description"": ""common law is developed from previous judgements rather than laws made by politicians""}]","[{""keyLearningPoint"": ""Legal matters were inconsistently dealt with by local courts and barons.""}, {""keyLearningPoint"": ""Henry II established the Assizes to settle property disputes in local areas.""}, {""keyLearningPoint"": ""Henry\u2019s reforms restored and increased his royal authority in legal matters across England.""}, {""keyLearningPoint"": ""The judgements of the Assizes developed the English Common Law.""}, {""keyLearningPoint"": ""Henry II's legal reforms represent an important change in the English legal system.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,3,5212,Henry II's church reforms,I can explain why Henry II came into conflict with the Church and how Henry’s reforms reduced the power of the Church.,"[{""keyword"": ""clergy"", ""description"": ""the clergy are religious leaders, especially priests, ministers, etc.""}, {""keyword"": ""spiritual"", ""description"": ""spiritual is relating to deep feelings and religious beliefs""}, {""keyword"": ""archbishop"", ""description"": ""the chief bishop of a large region is known as the archbishop""}, {""keyword"": ""bishop"", ""description"": ""a senior member of the Christian Church in charge of an area containing several churches is known as a bishop""}, {""keyword"": ""exile"", ""description"": ""when you are sent away from your home country, you go into exile""}]","[{""keyLearningPoint"": ""The power of the Church often brought it into conflict with the king\u2019s authority  .""}, {""keyLearningPoint"": ""If they broke the law, the clergy were only required to attend the Church's own courts.""}, {""keyLearningPoint"": ""Henry II appointed Thomas Becket, the Archbishop of Canterbury, to help reform the Church.""}, {""keyLearningPoint"": ""Henry wanted to use the Constitutions of Clarendon to increase his control over the Church.""}, {""keyLearningPoint"": ""Becket argued with Henry and believed the Church should be free from the king's interference.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,4,5213,The murder of Thomas Becket,I can describe Henry II's conflict with Thomas Becket and explain the impacts this had on Church and crown.,"[{""keyword"": ""excommunicated"", ""description"": ""when someone is excommunicated they are expelled from the Catholic Church by the Pope""}, {""keyword"": ""cathedral"", ""description"": ""a cathedral is a large and impressive church that contains the seat of a bishop""}, {""keyword"": ""martyr"", ""description"": ""a martyr is someone who dies for their beliefs""}, {""keyword"": ""penance"", ""description"": ""penance is to punish yourself to seek God\u2019s forgiveness for a sin""}, {""keyword"": ""pilgrimage"", ""description"": ""a pilgrimage is a religious journey, usually taken to a shrine or a site of religious importance""}]","[{""keyLearningPoint"": ""Henry had his son crowned during Thomas Becket's absence from England.""}, {""keyLearningPoint"": ""Becket returned and excommunicated the bishops involved in the coronation.""}, {""keyLearningPoint"": ""Becket was murdered by four of Henry's knights.""}, {""keyLearningPoint"": ""The king\u2019s reaction to Becket's murder reveals the extent of power the Church held across Europe.""}, {""keyLearningPoint"": ""Becket's murder ultimately strengthened the king's control over the Church.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,5,5214,Eleanor of Aquitaine and the end of Henry II's reign,I can describe the later years of Henry II's reign and his handling of succession.,"[{""keyword"": ""succession"", ""description"": ""succession is the process in which someone automatically inherits a position or property after someone else""}, {""keyword"": ""revolt"", ""description"": ""to revolt is to rebel or take violent action against a ruler""}, {""keyword"": ""conspire"", ""description"": ""to conspire is to secretly plot or plan together""}, {""keyword"": ""regent"", ""description"": ""a regent is a person who rules a country for a limited period, because the monarch is absent or too young, too ill""}, {""keyword"": ""heir"", ""description"": ""an heir is a person who expects to inherit the property or position of another when that person dies""}]","[{""keyLearningPoint"": ""Henry announced how his empire would be divided upon his death in an attempt to secure peace and stability.""}, {""keyLearningPoint"": ""Henry\u2019s sons did not want to wait for future power; they wanted power now.""}, {""keyLearningPoint"": ""Henry's wife, Eleanor of Aquitaine, conspired with their sons in revolt against Henry.""}, {""keyLearningPoint"": ""Henry\u2019s sons continued to rebel during the last years of his reign.""}, {""keyLearningPoint"": ""Henry\u2019s succession planning had been a disaster.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,6,512,England under Henry II: how successfully did Henry reassert royal authority?,"In this unit, pupils learn about England and the Angevin Empire under Henry II's rule. They then use their knowledge of Henry's rule to evaluate the degree to which he was a successful king.","This unit uses and builds on units from key stage 1 and 2 that have previously introduced pupils to other empires like those of Rome and Britain. It also develops pupils' knowledge and understanding of medieval England that they have built in previous units about the First Crusade and the Empress Matilda. This unit prepares pupils for the next unit, contextualising John's problems against Henry's successes, and provides further political context for the later unit on Edward I.","[""Pupils know that medieval kings were responsible for the way in which their countries were governed."", ""Pupils know that the Church was very powerful in medieval society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,547,England under Henry II: how successfully did Henry reassert royal authority?,6,5215,How successful was Henry II as king?,I can explain how successful Henry II was as king.,"[{""keyword"": ""reasserted"", ""description"": ""reasserted means doing something to show that you still have power""}, {""keyword"": ""royal authority"", ""description"": ""royal authority is the power or ability of a monarch to control or demand obedience from the people.""}, {""keyword"": ""interpretation"", ""description"": ""interpretation an explanation or opinion of what something means.""}]","[{""keyLearningPoint"": ""A successful medieval king needed to have certain qualities to enable them to effectively rule.""}, {""keyLearningPoint"": ""Henry\u2019s reign demonstrated success.""}, {""keyLearningPoint"": ""Henry\u2019s reign demonstrated failure.""}, {""keyLearningPoint"": ""Historians often disagree whether a king can be seen as a successful ruler.""}, {""keyLearningPoint"": ""Henry reasserted his royal authority in various ways.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,7,513,Magna Carta: how did Magna Carta survive?,"In this unit, pupils learn about the causes of the Magna Carta, its reissue and its continued importance in the development of the first parliaments. At the same time, pupils analyse how and why the principles of the Magna Carta survived.","This unit uses and builds on pupils' recently developed year 7 knowledge of medieval England, alongside their understanding of ideas such as government, rulers and ruling that they began to build in key stages 1 and 2 across a variety of people, places and times. This unit prepares pupils for various year 7 units that require an understanding of England's early parliaments and the legacies of Magna Carta, such as in units on the Peasants' Revolt and the Wars of the Roses.","[""Pupils understand the basic role of a medieval king."", ""Pupils know that the medieval Church was powerful in society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,548,Magna Carta: how did Magna Carta survive?,1,5216,King John and the causes of Magna Carta,I can explain why many consider John to be the model of a bad king.,"[{""keyword"": ""crusade"", ""description"": ""a crusade is a military mission against a group considered by the Pope to be an enemy of the Church""}, {""keyword"": ""tax"", ""description"": ""tax is a compulsory payment to the government to cover various costs""}, {""keyword"": ""scutage"", ""description"": ""scutage was a tax paid by the barons when they were unable to send enough knights to fight for the king""}, {""keyword"": ""tallage"", ""description"": ""tallage was a tax charged by Norman and Angevin kings on their lands and towns""}, {""keyword"": ""ancestral"", ""description"": ""ancestral means relating to members of your family from the past""}]","[{""keyLearningPoint"": ""Many consider John to be the model of a bad king with a reputation for untrustworthiness and greed.""}, {""keyLearningPoint"": ""King John raised unpopular taxes which caused anger amongst the English barons.""}, {""keyLearningPoint"": ""King John had a reputation for avoiding battle and was known as 'Softsword'.""}, {""keyLearningPoint"": ""King John was said to have killed his nephew.""}, {""keyLearningPoint"": ""King John lost a third of his lands, including his family\u2019s ancestral homelands.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,7,513,Magna Carta: how did Magna Carta survive?,"In this unit, pupils learn about the causes of the Magna Carta, its reissue and its continued importance in the development of the first parliaments. At the same time, pupils analyse how and why the principles of the Magna Carta survived.","This unit uses and builds on pupils' recently developed year 7 knowledge of medieval England, alongside their understanding of ideas such as government, rulers and ruling that they began to build in key stages 1 and 2 across a variety of people, places and times. This unit prepares pupils for various year 7 units that require an understanding of England's early parliaments and the legacies of Magna Carta, such as in units on the Peasants' Revolt and the Wars of the Roses.","[""Pupils understand the basic role of a medieval king."", ""Pupils know that the medieval Church was powerful in society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,548,Magna Carta: how did Magna Carta survive?,2,5217,1215 and Magna Carta,I can describe the key contents of Magna Carta.,"[{""keyword"": ""radical"", ""description"": ""radical is believing or expressing extreme change""}, {""keyword"": ""seal"", ""description"": ""a seal is a wax mould attached to written documents to prove it is from a specific person""}, {""keyword"": ""Magna Carta"", ""description"": ""Magna Carta was a document that limited the power of the king and granted certain freedoms to some English people""}, {""keyword"": ""clause"", ""description"": ""a clause is a particular part of a written legal document""}, {""keyword"": ""rule of law"", ""description"": ""the rule of law is a set of laws that everyone, including the king, must obey""}]","[{""keyLearningPoint"": ""John\u2019s disagreement with the Church angered the barons.""}, {""keyLearningPoint"": ""The barons rose up against John, led by Robert Fitzwalter.""}, {""keyLearningPoint"": ""John was forced to accept the barons\u2019 demands set out in Magna Carta.""}, {""keyLearningPoint"": ""The 63 clauses of the Magna Carta included one which many consider the start of basic human rights.""}, {""keyLearningPoint"": ""Magna Carta included a radical clause which suggested power lay not with the king, but with the barons.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,7,513,Magna Carta: how did Magna Carta survive?,"In this unit, pupils learn about the causes of the Magna Carta, its reissue and its continued importance in the development of the first parliaments. At the same time, pupils analyse how and why the principles of the Magna Carta survived.","This unit uses and builds on pupils' recently developed year 7 knowledge of medieval England, alongside their understanding of ideas such as government, rulers and ruling that they began to build in key stages 1 and 2 across a variety of people, places and times. This unit prepares pupils for various year 7 units that require an understanding of England's early parliaments and the legacies of Magna Carta, such as in units on the Peasants' Revolt and the Wars of the Roses.","[""Pupils understand the basic role of a medieval king."", ""Pupils know that the medieval Church was powerful in society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,548,Magna Carta: how did Magna Carta survive?,3,5218,The First Barons' War and Magna Carta reissued,I can explain why Magna Carta was reissued.,"[{""keyword"": ""annul"", ""description"": ""to annul means to abolish or reduce to nothing""}, {""keyword"": ""treason"", ""description"": ""treason is when someone betrays their country, government or leader""}, {""keyword"": ""regent"", ""description"": ""a regent is a person who rules a country for a limited period, because the monarch is absent, too young or too ill""}, {""keyword"": ""moderate"", ""description"": ""moderate is when something is not extreme and therefore acceptable to a large number of people""}, {""keyword"": ""reissued"", ""description"": ""something that is reissued is printed or produced again""}]","[{""keyLearningPoint"": ""John had Magna Carta annulled.""}, {""keyLearningPoint"": ""John's actions led to a civil war.""}, {""keyLearningPoint"": ""In 1216 Henry III came to the throne as a child.""}, {""keyLearningPoint"": ""Henry III reissued Magna Carta in 1216, without its most radical clause.""}, {""keyLearningPoint"": ""The king\u2019s regent, William Marshal, hoped this Magna Carta would mean a better balance between king and barons.""}]"
History,131,"Power, government and religion","This thread is concerned with the substantive concepts related to power, government, and religion. It explores how power is structured, who holds authority, and how religion interacts with political control. It includes different systems of rule (e.g., monarchy, parliament), political ideas (e.g., democracy, tyranny), and the influence of religion in shaping or challenging power structures.",Key Stage 3,Year 7,7,513,Magna Carta: how did Magna Carta survive?,"In this unit, pupils learn about the causes of the Magna Carta, its reissue and its continued importance in the development of the first parliaments. At the same time, pupils analyse how and why the principles of the Magna Carta survived.","This unit uses and builds on pupils' recently developed year 7 knowledge of medieval England, alongside their understanding of ideas such as government, rulers and ruling that they began to build in key stages 1 and 2 across a variety of people, places and times. This unit prepares pupils for various year 7 units that require an understanding of England's early parliaments and the legacies of Magna Carta, such as in units on the Peasants' Revolt and the Wars of the Roses.","[""Pupils understand the basic role of a medieval king."", ""Pupils know that the medieval Church was powerful in society."", ""Pupils know that medieval kings believed they should be the most powerful people in the kingdom."", ""Pupils know that feudalism involved a hierarchy of landholding, including the king, barons and knights.""]",NoBoard,548,Magna Carta: how did Magna Carta survive?,4,5219,Henry III and the 1225 Magna Carta,I can explain how Henry III’s leadership brought England to the verge of civil war.,"[{""keyword"": ""consensual"", ""description"": ""consensual is when there is a willing agreement of all the people involved and no one is forced to do anything""}, {""keyword"": ""nobility"", ""description"": ""nobility are the group of people who have a high rank in the feudal system""}, {""keyword"": ""foreign nobles"", ""description"": ""in this lesson, foreign nobles refers to the nobles who were perceived as belonging to France and not England""}, {""keyword"": ""native nobles"", ""description"": ""in this lesson, native nobles refers to the nobles who were born in England""}]","[{""keyLearningPoint"": ""The 1225 Magna Carta was a consensual agreement between the king, the Church, and the barons.""}, {""keyLearningPoint"": ""Early in Henry\u2019s reign, Henry tried to follow the promises of Magna Carta.""}, {""keyLearningPoint"": ""Henry was a weak military leader and got into huge debts.""}, {""keyLearningPoint"": ""Henry invited many foreign barons and gave them land and important positions in leadership.""}, {""keyLearningPoint"": ""The English barons were angered by the arrival of foreign-born nobles and their castle-building and tax collecting.""}]"
